Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher expression in
MCM8	20p12.3	8.01	8.11	0.89	0.81	-0.10	0.313	0.421	(B) WHITE
PGK1	Xq21.1	13.07	12.99	0.65	0.69	0.08	0.313	0.421	(A) BLACK OR AFRICAN AMERICAN
FAM111B	11q12.1	8.61	8.48	1.11	1.34	0.13	0.313	0.421	(A) BLACK OR AFRICAN AMERICAN
COX10	17p12	8.17	8.11	0.50	0.42	0.06	0.313	0.421	(A) BLACK OR AFRICAN AMERICAN
ZFP36L1	14q24.1	12.63	12.73	0.84	0.82	-0.10	0.314	0.422	(B) WHITE
LINC01102	2q12.1	0.53	0.45	0.75	0.63	0.08	0.314	0.422	(A) BLACK OR AFRICAN AMERICAN
FOS	14q24.3	11.29	11.47	1.57	1.74	-0.18	0.314	0.422	(B) WHITE
NAP1L5	4q22.1|4q21-q22	6.53	6.66	1.11	0.90	-0.12	0.314	0.422	(B) WHITE
PCID2	13q34	9.48	9.42	0.60	0.50	0.07	0.314	0.422	(A) BLACK OR AFRICAN AMERICAN
OR13H1	Xq26.2	0.03	0.02	0.13	0.11	0.02	0.314	0.422	(A) BLACK OR AFRICAN AMERICAN
TMEM60	7q11.23	8.46	8.40	0.51	0.51	0.06	0.314	0.422	(A) BLACK OR AFRICAN AMERICAN
ADAMTS19	5q23.3	3.01	3.29	2.47	2.45	-0.28	0.314	0.422	(B) WHITE
CALHM4	6q22.1	0.12	0.16	0.44	0.42	-0.05	0.314	0.423	(B) WHITE
GART	21q22.11	10.65	10.58	0.63	0.52	0.07	0.314	0.423	(A) BLACK OR AFRICAN AMERICAN
PODNL1	19p13.12	7.30	7.16	1.22	1.32	0.14	0.314	0.423	(A) BLACK OR AFRICAN AMERICAN
CD74	5q33.1	15.04	14.90	1.22	1.07	0.14	0.315	0.423	(A) BLACK OR AFRICAN AMERICAN
PON1	7q21.3	1.77	1.57	1.75	1.80	0.20	0.315	0.423	(A) BLACK OR AFRICAN AMERICAN
ADAM5	8p11.22	0.07	0.04	0.27	0.41	0.03	0.315	0.423	(A) BLACK OR AFRICAN AMERICAN
ZNF572	8q24.13	5.81	5.65	1.36	1.40	0.16	0.315	0.423	(A) BLACK OR AFRICAN AMERICAN
NSMAF	8q12.1	9.51	9.43	0.71	0.60	0.08	0.315	0.423	(A) BLACK OR AFRICAN AMERICAN
PRR13	12q13.13	11.07	11.13	0.55	0.51	-0.06	0.315	0.423	(B) WHITE
IFIT1B	10q23.31	0.45	0.39	0.51	0.50	0.06	0.315	0.423	(A) BLACK OR AFRICAN AMERICAN
XYLT2	17q21.33	9.68	9.59	0.82	0.68	0.09	0.315	0.423	(A) BLACK OR AFRICAN AMERICAN
SULT1A2	16p11.2	4.24	4.41	1.52	1.42	-0.17	0.315	0.424	(B) WHITE
ZNF705D	8p23.1	0.09	0.06	0.28	0.29	0.03	0.315	0.424	(A) BLACK OR AFRICAN AMERICAN
CD22	19q13.12	6.68	6.90	1.92	1.54	-0.21	0.315	0.424	(B) WHITE
LOC391343	2p25.3	0.30	0.37	0.54	0.68	-0.06	0.315	0.424	(B) WHITE
FAM25BP	10q11.22	0.44	0.32	1.08	0.81	0.12	0.315	0.424	(A) BLACK OR AFRICAN AMERICAN
AKAIN1	18p11.31	0.22	0.17	0.35	0.41	0.04	0.316	0.424	(A) BLACK OR AFRICAN AMERICAN
IRF2BP2	1q42.3	12.42	12.48	0.52	0.46	-0.06	0.316	0.424	(B) WHITE
CHAT	10q11.23	0.08	0.03	0.45	0.22	0.05	0.316	0.424	(A) BLACK OR AFRICAN AMERICAN
CBFA2T2	20q11.21-q11.22	9.71	9.78	0.58	0.50	-0.06	0.316	0.424	(B) WHITE
ELOA3	18q21.1	0.17	0.13	0.34	0.32	0.04	0.316	0.424	(A) BLACK OR AFRICAN AMERICAN
VNN2	6q23.2	4.36	4.55	1.70	1.44	-0.19	0.316	0.424	(B) WHITE
WBP11P1	18q12.1	3.53	3.61	0.75	0.71	-0.08	0.316	0.424	(B) WHITE
TRPT1	11q13.1	8.50	8.42	0.78	0.64	0.09	0.316	0.424	(A) BLACK OR AFRICAN AMERICAN
VAV2	9q34.2	10.21	10.13	0.64	0.55	0.07	0.316	0.425	(A) BLACK OR AFRICAN AMERICAN
PLP1	Xq22.2	3.82	4.09	2.35	2.29	-0.27	0.316	0.425	(B) WHITE
DNTT	10q24.1	0.21	0.17	0.37	0.37	0.04	0.316	0.425	(A) BLACK OR AFRICAN AMERICAN
C11ORF65	11q22.3	2.50	2.62	1.01	0.79	-0.11	0.317	0.425	(B) WHITE
IFNA8	9p21.3	0.05	0.03	0.21	0.16	0.02	0.317	0.425	(A) BLACK OR AFRICAN AMERICAN
AGFG2	7q22.1	8.35	8.44	0.78	0.69	-0.09	0.317	0.425	(B) WHITE
TMEM121	14q32.33	6.17	6.00	1.50	1.32	0.17	0.317	0.425	(A) BLACK OR AFRICAN AMERICAN
SEC11C	18q21.32	9.84	9.75	0.76	0.74	0.09	0.317	0.425	(A) BLACK OR AFRICAN AMERICAN
C2ORF66	2q33.1	0.76	0.86	0.95	0.86	-0.11	0.317	0.425	(B) WHITE
ZNF529	19q13.12	8.24	8.30	0.51	0.55	-0.06	0.317	0.425	(B) WHITE
TTC28-AS1	22q12.1	7.19	7.10	0.81	0.73	0.09	0.317	0.425	(A) BLACK OR AFRICAN AMERICAN
SYAP1	Xp22.2	10.76	10.83	0.61	0.65	-0.07	0.317	0.425	(B) WHITE
CERKL	2q31.3	6.09	6.21	1.03	1.06	-0.12	0.318	0.425	(B) WHITE
MYO1A	12q13.3	1.25	1.14	0.99	0.79	0.11	0.318	0.425	(A) BLACK OR AFRICAN AMERICAN
C1D	2p14	7.61	7.54	0.61	0.50	0.07	0.318	0.425	(A) BLACK OR AFRICAN AMERICAN
PGAM2	7p13	4.71	4.57	1.17	1.24	0.13	0.318	0.425	(A) BLACK OR AFRICAN AMERICAN
PROZ	13q34	1.48	1.63	1.36	1.30	-0.15	0.318	0.425	(B) WHITE
RSAD1	17q21.33	9.64	9.56	0.76	0.59	0.08	0.318	0.425	(A) BLACK OR AFRICAN AMERICAN
MC3R	20q13.2	0.11	0.07	0.33	0.25	0.04	0.318	0.425	(A) BLACK OR AFRICAN AMERICAN
CNEP1R1	16q12.1	7.82	7.88	0.51	0.50	-0.06	0.318	0.425	(B) WHITE
INTS4P2	7q11.21	3.48	3.58	0.90	0.84	-0.10	0.318	0.425	(B) WHITE
LINC01777	1p36.32	0.11	0.17	0.48	0.51	-0.05	0.318	0.426	(B) WHITE
BRD7P3	6q22.31	0.44	0.38	0.51	0.48	0.06	0.318	0.426	(A) BLACK OR AFRICAN AMERICAN
MAGEA12	Xq28	1.18	0.90	2.50	2.18	0.28	0.318	0.426	(A) BLACK OR AFRICAN AMERICAN
MT1B	16q13	0.02	0.00	0.19	0.04	0.02	0.319	0.426	(A) BLACK OR AFRICAN AMERICAN
POLR3H	22q13.2	10.11	10.05	0.60	0.50	0.07	0.319	0.426	(A) BLACK OR AFRICAN AMERICAN
SASH3	Xq26.1	8.30	8.14	1.40	1.15	0.16	0.319	0.426	(A) BLACK OR AFRICAN AMERICAN
PDIA3P1	1q21.1	11.65	11.58	0.55	0.53	0.06	0.319	0.426	(A) BLACK OR AFRICAN AMERICAN
ADRB3	8p11.23	0.84	0.74	0.88	0.81	0.10	0.319	0.426	(A) BLACK OR AFRICAN AMERICAN
LINC00671	17q21.31	0.38	0.29	0.88	0.47	0.09	0.319	0.426	(A) BLACK OR AFRICAN AMERICAN
DISC2	1q42.2	0.17	0.21	0.34	0.37	-0.04	0.319	0.426	(B) WHITE
CALD1	7q33	12.25	12.35	0.95	0.92	-0.11	0.319	0.426	(B) WHITE
RPS27	1q21.3	8.91	8.70	1.80	1.82	0.20	0.319	0.426	(A) BLACK OR AFRICAN AMERICAN
PON3	7q21.3	4.83	5.13	2.65	2.97	-0.30	0.319	0.426	(B) WHITE
EVI2B	17q11.2	8.25	8.41	1.45	1.15	-0.16	0.319	0.426	(B) WHITE
KLF6	10p15.2	11.75	11.66	0.86	0.79	0.10	0.319	0.427	(A) BLACK OR AFRICAN AMERICAN
EIF5B	2q11.2	11.99	11.92	0.59	0.49	0.07	0.319	0.427	(A) BLACK OR AFRICAN AMERICAN
TMEM196	7p21.1	0.11	0.17	0.45	0.74	-0.06	0.319	0.427	(B) WHITE
TCEAL2	Xq22.1	2.99	3.19	1.74	1.76	-0.20	0.319	0.427	(B) WHITE
NXF4	Xq22.1	0.12	0.08	0.42	0.24	0.05	0.319	0.427	(A) BLACK OR AFRICAN AMERICAN
NARS	18q21.31	11.70	11.76	0.55	0.45	-0.06	0.319	0.427	(B) WHITE
ZNF879	5q35.3	6.14	6.26	1.09	0.96	-0.12	0.320	0.427	(B) WHITE
PLOD2	3q24	10.18	10.32	1.19	1.17	-0.13	0.320	0.427	(B) WHITE
CAAP1	9p21.2	8.44	8.51	0.63	0.58	-0.07	0.320	0.427	(B) WHITE
KATNBL1	15q14	8.44	8.38	0.55	0.42	0.06	0.320	0.427	(A) BLACK OR AFRICAN AMERICAN
GSC	14q32.13	4.26	4.44	1.63	1.73	-0.19	0.320	0.427	(B) WHITE
GPR17	2q14.3	2.13	1.97	1.49	1.22	0.16	0.320	0.427	(A) BLACK OR AFRICAN AMERICAN
PCNAP1	4q23	0.03	0.01	0.14	0.09	0.02	0.320	0.427	(A) BLACK OR AFRICAN AMERICAN
VIP	6q25.2	1.17	1.07	0.91	0.84	0.10	0.320	0.427	(A) BLACK OR AFRICAN AMERICAN
OR6C2	12q13.2	0.02	0.01	0.13	0.07	0.01	0.320	0.427	(A) BLACK OR AFRICAN AMERICAN
OSBPL9	1p32.3	10.59	10.66	0.60	0.54	-0.07	0.320	0.427	(B) WHITE
FOLH1	11p11.12	6.21	6.02	1.70	1.46	0.19	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
SNORA70	Xq28	0.09	0.12	0.26	0.32	-0.03	0.321	0.428	(B) WHITE
MAP1LC3C	1q43	2.24	2.39	1.33	1.45	-0.15	0.321	0.428	(B) WHITE
HNRNPH1	5q35.3	12.06	12.00	0.52	0.45	0.06	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
TBL2	7q11.23	10.21	10.16	0.48	0.48	0.05	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
PPM1N	19q13.32	3.73	3.57	1.42	1.21	0.16	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
TM6SF2	19p13.11	3.21	3.08	1.16	1.16	0.13	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
HLA-DRB6	6p21.32	7.78	7.59	1.69	1.73	0.19	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
ORC3	6q15	9.26	9.32	0.58	0.52	-0.06	0.321	0.428	(B) WHITE
TMEM126A	11q14.1	7.99	7.92	0.63	0.53	0.07	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
CCR2	3p21.31	5.73	5.93	1.84	1.62	-0.20	0.321	0.428	(B) WHITE
EIF2B5	3q27.1	10.43	10.38	0.40	0.36	0.04	0.321	0.428	(A) BLACK OR AFRICAN AMERICAN
THEM4	1q21.3	8.64	8.56	0.73	0.63	0.08	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
IL3	5q31.1	0.05	0.03	0.18	0.14	0.02	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
FLJ25758	19p13.2	0.07	0.04	0.24	0.20	0.03	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
CD300LB	17q25.1	4.12	3.96	1.39	1.25	0.15	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
PCK2	14q11.2-q12	10.17	10.06	0.97	0.66	0.11	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
TH	11p15.5	1.77	1.56	1.92	1.91	0.22	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
OSBPL2	20q13.33	10.31	10.25	0.57	0.48	0.06	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
COQ6	14q24.3	8.47	8.53	0.57	0.55	-0.06	0.322	0.429	(B) WHITE
GJA8	1q21.2	0.07	0.04	0.28	0.23	0.03	0.322	0.429	(A) BLACK OR AFRICAN AMERICAN
BASP1	5p15.1	9.40	9.26	1.28	1.01	0.14	0.323	0.430	(A) BLACK OR AFRICAN AMERICAN
KRTAP1-3	17q21.2	0.09	0.07	0.23	0.29	0.03	0.323	0.430	(A) BLACK OR AFRICAN AMERICAN
CT45A4	Xq26.3	0.20	0.10	0.91	0.75	0.10	0.323	0.430	(A) BLACK OR AFRICAN AMERICAN
PPP1R26	9q34.3	9.31	9.39	0.71	0.69	-0.08	0.323	0.430	(B) WHITE
ME2	18q21.2	9.52	9.42	0.90	0.72	0.10	0.323	0.430	(A) BLACK OR AFRICAN AMERICAN
SLC25A18	22q11.21	3.64	3.81	1.57	1.59	-0.18	0.323	0.430	(B) WHITE
SOS1	2p22.1	10.25	10.32	0.68	0.56	-0.07	0.323	0.430	(B) WHITE
KLHL1	13q21.33	0.56	0.77	1.87	2.26	-0.22	0.324	0.431	(B) WHITE
ATP5F1B	12q13.3	13.42	13.36	0.56	0.42	0.06	0.324	0.431	(A) BLACK OR AFRICAN AMERICAN
NPRL2	3p21.31	8.78	8.71	0.61	0.57	0.07	0.324	0.431	(A) BLACK OR AFRICAN AMERICAN
OR10S1	11q24.1	0.01	0.00	0.08	0.05	0.01	0.324	0.431	(A) BLACK OR AFRICAN AMERICAN
SULT1C3	2q12.3	0.44	0.22	2.01	1.18	0.22	0.324	0.431	(A) BLACK OR AFRICAN AMERICAN
KCNA2	1p13.3	0.96	1.08	1.02	1.03	-0.11	0.324	0.432	(B) WHITE
CYP11A1	15q24.1	3.66	3.49	1.53	1.41	0.17	0.324	0.432	(A) BLACK OR AFRICAN AMERICAN
AP2A2	11p15.5	10.59	10.65	0.46	0.39	-0.05	0.324	0.432	(B) WHITE
PIK3IP1	22q12.2	9.50	9.59	0.84	0.76	-0.09	0.324	0.432	(B) WHITE
CD207	2p13.3	4.86	4.61	2.28	2.07	0.25	0.324	0.432	(A) BLACK OR AFRICAN AMERICAN
SNORA71A	20q11.23	0.04	0.06	0.14	0.19	-0.02	0.324	0.432	(B) WHITE
CAVIN1	17q21.2	12.22	12.11	0.95	0.95	0.11	0.325	0.432	(A) BLACK OR AFRICAN AMERICAN
MYL10	7q22.1	0.05	0.03	0.18	0.13	0.02	0.325	0.432	(A) BLACK OR AFRICAN AMERICAN
ARHGEF9	Xq11.1	9.20	9.08	1.05	0.66	0.11	0.325	0.432	(A) BLACK OR AFRICAN AMERICAN
NRG1	8p12	4.14	4.35	1.89	1.94	-0.21	0.325	0.432	(B) WHITE
QRSL1	6q21	8.98	8.92	0.55	0.58	0.06	0.325	0.432	(A) BLACK OR AFRICAN AMERICAN
ZNF846	19p13.2	6.06	6.15	0.78	0.67	-0.09	0.325	0.432	(B) WHITE
POMZP3	7q11.23	7.20	7.31	0.95	0.99	-0.11	0.325	0.432	(B) WHITE
C11ORF94	11p11.2	0.07	0.05	0.20	0.16	0.02	0.325	0.432	(A) BLACK OR AFRICAN AMERICAN
JAKMIP3	10q26.3	4.64	4.84	1.84	1.67	-0.20	0.325	0.433	(B) WHITE
IFNL3	19q13.2	0.32	0.24	0.70	0.58	0.08	0.325	0.433	(A) BLACK OR AFRICAN AMERICAN
P2RX2	12q24.33	1.80	1.59	1.87	1.91	0.21	0.326	0.433	(A) BLACK OR AFRICAN AMERICAN
C20ORF85	20q13.32	0.89	1.10	1.90	2.05	-0.21	0.326	0.433	(B) WHITE
TNP2	16p13.13	0.00	0.01	0.04	0.09	-0.01	0.326	0.433	(B) WHITE
KPNA4	3q25.33	10.88	10.94	0.51	0.45	-0.06	0.326	0.434	(B) WHITE
FAM180B	11p11.2	1.71	1.54	1.52	1.35	0.17	0.326	0.434	(A) BLACK OR AFRICAN AMERICAN
SZRD1	1p36.13	11.56	11.51	0.40	0.34	0.04	0.326	0.434	(A) BLACK OR AFRICAN AMERICAN
SEMA4A	1q22	9.64	9.54	0.91	0.89	0.10	0.327	0.434	(A) BLACK OR AFRICAN AMERICAN
CHST1	11p11.2	7.40	7.58	1.64	1.66	-0.18	0.327	0.434	(B) WHITE
SEC61A1	3q21.3	13.14	13.09	0.46	0.45	0.05	0.327	0.434	(A) BLACK OR AFRICAN AMERICAN
PYROXD1	12p12.1	8.58	8.66	0.75	0.60	-0.08	0.327	0.434	(B) WHITE
SCGB3A1	5q35.3	4.28	3.93	3.21	2.98	0.35	0.327	0.434	(A) BLACK OR AFRICAN AMERICAN
SLC25A48	5q31.1	2.51	2.75	2.16	2.17	-0.24	0.327	0.434	(B) WHITE
XAGE3	Xp11.22	0.18	0.09	0.89	0.58	0.10	0.327	0.434	(A) BLACK OR AFRICAN AMERICAN
LOC283856	16q13	0.70	0.80	0.96	0.96	-0.11	0.327	0.435	(B) WHITE
BMS1	10q11.21	10.45	10.39	0.55	0.43	0.06	0.327	0.435	(A) BLACK OR AFRICAN AMERICAN
CFAP65	2q35	2.23	2.45	2.01	2.02	-0.22	0.327	0.435	(B) WHITE
PMCHL1	5p14.3	0.06	0.03	0.20	0.20	0.02	0.327	0.435	(A) BLACK OR AFRICAN AMERICAN
RAB28	4p15.33	8.07	8.11	0.44	0.38	-0.05	0.327	0.435	(B) WHITE
MILR1	17q23.3	4.40	4.28	1.04	0.99	0.11	0.328	0.435	(A) BLACK OR AFRICAN AMERICAN
OR13G1	1q44	0.12	0.15	0.30	0.31	-0.03	0.328	0.435	(B) WHITE
SEC14L1P1	11p11.2	3.54	3.66	1.11	0.90	-0.12	0.328	0.435	(B) WHITE
DCANP1	5q31.1	3.74	3.52	2.05	1.75	0.22	0.328	0.435	(A) BLACK OR AFRICAN AMERICAN
PAH	12q23.2	2.70	2.97	2.38	2.51	-0.27	0.328	0.435	(B) WHITE
CEP85	1p36.11	8.90	8.82	0.71	0.65	0.08	0.328	0.435	(A) BLACK OR AFRICAN AMERICAN
GPR173	Xp11.22	4.08	3.91	1.53	1.29	0.17	0.328	0.435	(A) BLACK OR AFRICAN AMERICAN
FAM92A	8q22.1	6.59	6.44	1.33	1.14	0.15	0.328	0.435	(A) BLACK OR AFRICAN AMERICAN
MUC20	3q29	7.34	7.15	1.71	1.76	0.19	0.328	0.436	(A) BLACK OR AFRICAN AMERICAN
C1QTNF6	22q12.3	9.51	9.63	1.11	1.02	-0.12	0.328	0.436	(B) WHITE
ISG20L2	1q23.1	10.00	10.07	0.66	0.50	-0.07	0.328	0.436	(B) WHITE
SOAT1	1q25.2	9.26	9.36	0.86	0.87	-0.10	0.328	0.436	(B) WHITE
MFSD9	2q12.1	7.01	7.08	0.68	0.58	-0.07	0.329	0.436	(B) WHITE
RFX1	19p13.12	8.65	8.60	0.43	0.48	0.05	0.329	0.436	(A) BLACK OR AFRICAN AMERICAN
ALG14	1p21.3	7.61	7.67	0.56	0.54	-0.06	0.329	0.436	(B) WHITE
AADAC	3q25.1	1.35	1.19	1.47	1.52	0.16	0.329	0.436	(A) BLACK OR AFRICAN AMERICAN
MIAT	22q12.1	7.19	7.03	1.55	1.36	0.17	0.329	0.436	(A) BLACK OR AFRICAN AMERICAN
MARCH9	12q14.1	8.41	8.32	0.81	0.62	0.09	0.329	0.436	(A) BLACK OR AFRICAN AMERICAN
SMIM13	6p24.2	8.60	8.52	0.82	0.56	0.09	0.329	0.436	(A) BLACK OR AFRICAN AMERICAN
HBB	11p15.4	6.51	6.31	1.83	1.85	0.20	0.329	0.436	(A) BLACK OR AFRICAN AMERICAN
LINC01134	1p36.32	2.46	2.35	1.00	0.98	0.11	0.329	0.437	(A) BLACK OR AFRICAN AMERICAN
SULF2	20q13.12	11.96	12.09	1.20	1.14	-0.13	0.329	0.437	(B) WHITE
C17ORF64	17q23.2	0.60	0.52	0.63	0.79	0.07	0.329	0.437	(A) BLACK OR AFRICAN AMERICAN
NRSN1	6p22.3	0.56	0.68	1.04	1.19	-0.12	0.329	0.437	(B) WHITE
SYT3	19q13.33	2.18	1.98	1.85	1.58	0.20	0.329	0.437	(A) BLACK OR AFRICAN AMERICAN
HYAL1	3p21.31	5.23	5.08	1.42	1.15	0.15	0.329	0.437	(A) BLACK OR AFRICAN AMERICAN
ATP8B4	15q21.2	5.88	6.02	1.31	1.00	-0.14	0.330	0.437	(B) WHITE
PIGB	15q21.3	7.96	8.02	0.56	0.51	-0.06	0.330	0.437	(B) WHITE
TMEM95	17p13.1	0.13	0.04	0.84	0.18	0.09	0.330	0.437	(A) BLACK OR AFRICAN AMERICAN
UAP1L1	9q34.3	8.52	8.45	0.67	0.69	0.07	0.330	0.438	(A) BLACK OR AFRICAN AMERICAN
SYT15	10q11.22	5.58	5.75	1.48	1.33	-0.16	0.330	0.438	(B) WHITE
C22ORF46	22q13.2	8.86	8.78	0.70	0.58	0.08	0.330	0.438	(A) BLACK OR AFRICAN AMERICAN
FOXD4L5	9q21.11	0.37	0.30	0.62	0.55	0.07	0.330	0.438	(A) BLACK OR AFRICAN AMERICAN
TRDMT1	10p13	6.59	6.48	1.06	0.80	0.11	0.330	0.438	(A) BLACK OR AFRICAN AMERICAN
RWDD2B	21q21.3	8.73	8.67	0.52	0.55	0.06	0.330	0.438	(A) BLACK OR AFRICAN AMERICAN
PLPP5	8p11.23	9.73	9.85	1.10	1.05	-0.12	0.330	0.438	(B) WHITE
SLITRK2	Xq27.3	2.07	1.90	1.59	1.21	0.17	0.331	0.438	(A) BLACK OR AFRICAN AMERICAN
CAPN6	Xq23	5.57	5.21	3.27	2.83	0.36	0.331	0.438	(A) BLACK OR AFRICAN AMERICAN
OPN1LW	Xq28	0.05	0.03	0.20	0.13	0.02	0.331	0.438	(A) BLACK OR AFRICAN AMERICAN
TMEM186	16p13.2	8.17	8.11	0.56	0.54	0.06	0.331	0.438	(A) BLACK OR AFRICAN AMERICAN
SNORA53	12q23.1	1.07	0.99	0.78	0.77	0.09	0.331	0.438	(A) BLACK OR AFRICAN AMERICAN
EFNB2	13q33.3	9.37	9.49	1.10	0.99	-0.12	0.331	0.438	(B) WHITE
SAP18	13q12.11	11.22	11.28	0.60	0.50	-0.07	0.331	0.438	(B) WHITE
DNAI2	17q25.1	0.41	0.32	0.83	0.68	0.09	0.331	0.438	(A) BLACK OR AFRICAN AMERICAN
H19	11p15.5	11.06	10.90	1.50	1.43	0.16	0.331	0.438	(A) BLACK OR AFRICAN AMERICAN
C15ORF32	15q26.1	0.09	0.13	0.29	0.33	-0.03	0.331	0.439	(B) WHITE
TNNI1	1q32.1	4.50	4.34	1.42	1.64	0.16	0.331	0.439	(A) BLACK OR AFRICAN AMERICAN
LILRB1	19q13.42	6.89	6.75	1.35	1.11	0.15	0.332	0.439	(A) BLACK OR AFRICAN AMERICAN
TSSC2	11p15.4	4.74	4.82	0.76	0.64	-0.08	0.332	0.439	(B) WHITE
MEOX1	17q21.31	5.45	5.68	2.12	2.08	-0.23	0.332	0.439	(B) WHITE
SUN1	7p22.3	11.16	11.10	0.55	0.45	0.06	0.332	0.439	(A) BLACK OR AFRICAN AMERICAN
LINC02694	15q14	0.50	0.43	0.61	0.56	0.07	0.332	0.440	(A) BLACK OR AFRICAN AMERICAN
CYTH3	7p22.1	9.45	9.54	0.86	0.82	-0.09	0.332	0.440	(B) WHITE
TDH	8p23.1	1.17	1.04	1.11	1.03	0.12	0.333	0.440	(A) BLACK OR AFRICAN AMERICAN
AVPR2	Xq28	3.24	3.42	1.66	1.54	-0.18	0.333	0.440	(B) WHITE
VSTM2B	19q12	0.11	0.07	0.37	0.40	0.04	0.333	0.440	(A) BLACK OR AFRICAN AMERICAN
GCFC2	2p12	8.80	8.75	0.47	0.46	0.05	0.333	0.440	(A) BLACK OR AFRICAN AMERICAN
LINC01140	1p22.3	5.80	5.94	1.31	1.35	-0.14	0.333	0.440	(B) WHITE
PLA2G5	1p36.13	3.76	3.62	1.28	1.30	0.14	0.333	0.440	(A) BLACK OR AFRICAN AMERICAN
OR4A47	11p11.2	0.01	0.01	0.06	0.08	-0.01	0.333	0.440	(B) WHITE
ANGPTL8	19p13.2	0.88	1.00	1.08	1.20	-0.12	0.333	0.440	(B) WHITE
TUBAL3	10p15.1	3.75	3.93	1.67	1.58	-0.18	0.333	0.440	(B) WHITE
VENTX	10q26.3	3.68	3.81	1.11	1.12	-0.12	0.334	0.441	(B) WHITE
GNL3L	Xp11.22	9.59	9.66	0.61	0.49	-0.06	0.334	0.441	(B) WHITE
LINC00663	19p13.11	6.28	6.38	0.91	0.85	-0.10	0.334	0.441	(B) WHITE
EIF3IP1	7q31.1	0.85	0.75	0.86	0.67	0.09	0.334	0.441	(A) BLACK OR AFRICAN AMERICAN
CSTF2	Xq22.1	8.65	8.59	0.56	0.47	0.06	0.334	0.441	(A) BLACK OR AFRICAN AMERICAN
IRAK2	3p25.3	6.56	6.43	1.24	1.00	0.13	0.334	0.441	(A) BLACK OR AFRICAN AMERICAN
CA7	16q22.1	0.57	0.46	1.06	0.84	0.11	0.334	0.441	(A) BLACK OR AFRICAN AMERICAN
DEPDC5	22q12.2-q12.3	8.18	8.27	0.80	0.48	-0.08	0.334	0.441	(B) WHITE
RWDD3	1p21.3	7.86	7.80	0.59	0.47	0.06	0.334	0.441	(A) BLACK OR AFRICAN AMERICAN
CTHRC1	8q22.3	10.52	10.66	1.20	1.20	-0.13	0.334	0.441	(B) WHITE
MISP3	19p13.12	7.30	7.48	1.70	1.30	-0.18	0.334	0.441	(B) WHITE
MARK3	14q32.32-q32.33	10.11	10.15	0.41	0.33	-0.04	0.334	0.441	(B) WHITE
KRTAP20-4	21q22.11	0.02	0.01	0.17	0.08	0.02	0.334	0.441	(A) BLACK OR AFRICAN AMERICAN
MIR600HG	9q33.3	7.07	6.97	0.94	1.02	0.10	0.334	0.442	(A) BLACK OR AFRICAN AMERICAN
LRRC28	15q26.3	7.33	7.25	0.71	0.72	0.08	0.334	0.442	(A) BLACK OR AFRICAN AMERICAN
OR1K1	9q33.2	0.11	0.08	0.28	0.21	0.03	0.334	0.442	(A) BLACK OR AFRICAN AMERICAN
CCDC185	1q41	1.59	1.43	1.52	1.33	0.16	0.334	0.442	(A) BLACK OR AFRICAN AMERICAN
RNF150	4q31.21	5.12	5.33	1.92	1.50	-0.20	0.335	0.442	(B) WHITE
APOC2	19q13.32	6.46	6.29	1.56	1.45	0.17	0.335	0.442	(A) BLACK OR AFRICAN AMERICAN
CAMK4	5q22.1	3.66	3.81	1.44	1.32	-0.16	0.335	0.443	(B) WHITE
OR6W1P	7q34	0.34	0.27	0.69	0.54	0.07	0.335	0.443	(A) BLACK OR AFRICAN AMERICAN
SKI	1p36.33-p36.32	10.77	10.85	0.69	0.51	-0.07	0.336	0.443	(B) WHITE
CNOT2	12q15	10.47	10.53	0.59	0.36	-0.06	0.336	0.443	(B) WHITE
HPF1	4q33	8.59	8.54	0.49	0.45	0.05	0.336	0.443	(A) BLACK OR AFRICAN AMERICAN
CDH19	18q22.1	1.73	1.44	2.71	2.22	0.29	0.336	0.443	(A) BLACK OR AFRICAN AMERICAN
OR4F15	15q26.3	0.00	0.01	0.03	0.18	-0.01	0.336	0.443	(B) WHITE
ADAMTS16	5p15.32	6.08	6.36	2.60	2.35	-0.28	0.336	0.444	(B) WHITE
C10ORF88	10q26.13	7.67	7.72	0.49	0.40	-0.05	0.336	0.444	(B) WHITE
STAU1	20q13.13	11.81	11.86	0.44	0.45	-0.05	0.336	0.444	(B) WHITE
LCE1F	1q21.3	0.12	0.02	0.93	0.27	0.10	0.336	0.444	(A) BLACK OR AFRICAN AMERICAN
