Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher expression in
VSTM2A	7p11.2	4.89	4.67	2.95	2.98	0.22	0.645	0.850	(A) BLACK OR AFRICAN AMERICAN
FRY	13q13.1	8.92	8.97	0.75	0.79	-0.06	0.645	0.850	(B) WHITE
GUCA1A	6p21.1	0.47	0.42	0.57	0.51	0.04	0.645	0.850	(A) BLACK OR AFRICAN AMERICAN
PPY	17q21.31	0.19	0.11	1.08	0.50	0.08	0.645	0.850	(A) BLACK OR AFRICAN AMERICAN
FHL2	2q12.2	9.97	9.89	1.11	1.01	0.08	0.645	0.850	(A) BLACK OR AFRICAN AMERICAN
HIC2	22q11.21	6.80	6.84	0.53	0.47	-0.04	0.645	0.850	(B) WHITE
PCAT18	18q11.2	8.11	8.26	1.96	2.05	-0.15	0.646	0.850	(B) WHITE
PCLAF	15q22.31	6.00	6.07	1.01	1.01	-0.08	0.646	0.850	(B) WHITE
ZNF395	8p21.1	10.67	10.71	0.42	0.46	-0.03	0.646	0.850	(B) WHITE
PPP2R1A	19q13.41	12.88	12.90	0.24	0.28	-0.02	0.646	0.850	(B) WHITE
DUSP22	6p25.3	9.51	9.49	0.34	0.36	0.03	0.646	0.851	(A) BLACK OR AFRICAN AMERICAN
PAQR8	6p12.2	7.27	7.34	0.87	0.96	-0.07	0.646	0.851	(B) WHITE
SERP2	13q14.11	5.17	5.07	1.28	1.18	0.10	0.646	0.851	(A) BLACK OR AFRICAN AMERICAN
PPIL6	6q21	5.75	5.70	0.62	0.76	0.05	0.646	0.851	(A) BLACK OR AFRICAN AMERICAN
HOOK3	8p11.21	9.89	9.92	0.42	0.51	-0.03	0.647	0.851	(B) WHITE
ZMYM3	Xq13.1	10.17	10.20	0.34	0.46	-0.03	0.647	0.851	(B) WHITE
GALK2	15q21.1-q21.2	8.92	8.94	0.34	0.43	-0.03	0.647	0.851	(B) WHITE
PEX6	6p21.1	10.37	10.41	0.54	0.79	-0.04	0.647	0.851	(B) WHITE
ZNF91	19p12	9.17	9.14	0.36	0.40	0.03	0.647	0.851	(A) BLACK OR AFRICAN AMERICAN
FRMPD1	9p13.2	3.47	3.38	1.18	1.28	0.09	0.647	0.851	(A) BLACK OR AFRICAN AMERICAN
SAMD5	6q24.3	8.68	8.58	1.34	1.31	0.10	0.647	0.851	(A) BLACK OR AFRICAN AMERICAN
SSTR5	16p13.3	2.85	2.95	1.24	1.36	-0.09	0.647	0.851	(B) WHITE
PRCC	1q23.1	10.39	10.41	0.19	0.27	-0.02	0.647	0.851	(B) WHITE
POC1B	12q21.33	8.04	8.06	0.28	0.34	-0.02	0.647	0.851	(B) WHITE
VN1R10P	6p22.1	0.03	0.04	0.14	0.14	-0.01	0.647	0.851	(B) WHITE
GOLGA2P3Y	Yq11.23	0.03	0.02	0.13	0.11	0.01	0.647	0.851	(A) BLACK OR AFRICAN AMERICAN
OR6X1	11q24.1	0.01	0.00	0.06	0.05	0.00	0.647	0.851	(A) BLACK OR AFRICAN AMERICAN
STK33	11p15.4	5.31	5.40	1.21	1.16	-0.09	0.647	0.851	(B) WHITE
TMEM260	14q22.3	8.80	8.82	0.26	0.27	-0.02	0.647	0.851	(B) WHITE
SLC10A4	4p11	2.83	2.91	1.13	1.22	-0.09	0.647	0.851	(B) WHITE
NTRK3	15q25.3	5.02	5.13	1.48	1.46	-0.11	0.648	0.852	(B) WHITE
MED19	11q12.1	8.18	8.16	0.28	0.31	0.02	0.648	0.852	(A) BLACK OR AFRICAN AMERICAN
BCORL1	Xq26.1	8.50	8.53	0.43	0.53	-0.03	0.648	0.852	(B) WHITE
BBOF1	14q24.3	7.29	7.25	0.50	0.47	0.04	0.648	0.852	(A) BLACK OR AFRICAN AMERICAN
CLUHP3	16p11.2	5.32	5.25	0.92	0.90	0.07	0.648	0.852	(A) BLACK OR AFRICAN AMERICAN
LRRTM3	10q21.3	1.41	1.32	1.21	1.38	0.09	0.648	0.852	(A) BLACK OR AFRICAN AMERICAN
IFNW1	9p21.3	0.11	0.13	0.25	0.28	-0.02	0.648	0.852	(B) WHITE
FCRL6	1q23.2	2.67	2.77	1.37	1.09	-0.10	0.648	0.852	(B) WHITE
ZFYVE16	5q14.1	10.24	10.27	0.45	0.48	-0.03	0.648	0.852	(B) WHITE
BANP	16q24.2	7.80	7.83	0.33	0.38	-0.03	0.648	0.852	(B) WHITE
TP53TG1	7q21.12	9.43	9.37	0.78	0.53	0.06	0.649	0.852	(A) BLACK OR AFRICAN AMERICAN
UTF1	10q26.3	0.20	0.17	0.35	0.31	0.03	0.649	0.852	(A) BLACK OR AFRICAN AMERICAN
LPAR6	13q14.2	9.53	9.59	0.81	0.74	-0.06	0.649	0.852	(B) WHITE
VGLL2	6q22.1	0.48	0.37	1.55	1.15	0.11	0.649	0.852	(A) BLACK OR AFRICAN AMERICAN
OXNAD1	3p25.1-p24.3	7.67	7.69	0.26	0.31	-0.02	0.649	0.852	(B) WHITE
HPS5	11p15.1	8.55	8.58	0.27	0.33	-0.02	0.649	0.852	(B) WHITE
ACTG1	17q25.3	15.72	15.75	0.43	0.38	-0.03	0.649	0.852	(B) WHITE
IL17RE	3p25.3	6.77	6.87	1.43	1.33	-0.11	0.649	0.852	(B) WHITE
NUP188	9q34.11	10.51	10.54	0.32	0.28	-0.02	0.649	0.852	(B) WHITE
CPNE5	6p21.2	4.78	4.69	1.24	1.14	0.09	0.649	0.852	(A) BLACK OR AFRICAN AMERICAN
GGPS1	1q42.3	10.34	10.31	0.32	0.34	0.02	0.649	0.852	(A) BLACK OR AFRICAN AMERICAN
ZNF710	15q26.1	8.19	8.22	0.47	0.40	-0.03	0.649	0.852	(B) WHITE
EAF2	3q13.33	7.61	7.69	1.12	1.01	-0.08	0.649	0.852	(B) WHITE
NDUFB2	7q34	10.45	10.42	0.36	0.42	0.03	0.649	0.852	(A) BLACK OR AFRICAN AMERICAN
NMBR	6q24.1	0.40	0.37	0.52	0.41	0.04	0.649	0.852	(A) BLACK OR AFRICAN AMERICAN
ZNF438	10p11.23	7.39	7.42	0.37	0.41	-0.03	0.650	0.853	(B) WHITE
TMEM255B	13q34	4.58	4.66	1.07	0.95	-0.08	0.650	0.853	(B) WHITE
ST8SIA1	12p12.1	6.64	6.73	1.16	1.20	-0.09	0.650	0.853	(B) WHITE
FRMD3	9q21.32	4.14	4.22	1.05	1.03	-0.08	0.650	0.853	(B) WHITE
TCP10L2	6q27	0.03	0.04	0.13	0.19	-0.01	0.650	0.853	(B) WHITE
KRTAP5-3	11p15.5	0.05	0.03	0.23	0.20	0.02	0.650	0.853	(A) BLACK OR AFRICAN AMERICAN
FANCA	16q24.3	5.27	5.34	0.92	1.08	-0.07	0.650	0.853	(B) WHITE
SHKBP1	19q13.2	9.65	9.62	0.45	0.42	0.03	0.650	0.853	(A) BLACK OR AFRICAN AMERICAN
SLC35D1	1p31.3	9.15	9.18	0.44	0.44	-0.03	0.650	0.853	(B) WHITE
NYX	Xp11.4	0.04	0.02	0.17	0.12	0.01	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
NDUFS4	5q11.2	9.04	9.07	0.41	0.37	-0.03	0.651	0.854	(B) WHITE
DOP1A	6q14.1	9.43	9.47	0.56	0.76	-0.04	0.651	0.854	(B) WHITE
PIGN	18q21.33	9.89	9.93	0.62	0.52	-0.05	0.651	0.854	(B) WHITE
TYW3	1p31.1	9.27	9.29	0.32	0.33	-0.02	0.651	0.854	(B) WHITE
BMP10	2p13.3	0.02	0.03	0.09	0.19	-0.01	0.651	0.854	(B) WHITE
DIPK2A	3q24	8.74	8.79	0.60	0.59	-0.04	0.651	0.854	(B) WHITE
MAP1LC3B	16q24.2	10.27	10.31	0.46	0.42	-0.03	0.651	0.854	(B) WHITE
CNGA1	4p12	6.28	6.21	1.01	0.98	0.08	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
C5AR2	19q13.32	1.54	1.47	0.93	0.84	0.07	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
FAM177B	1q41	1.72	1.65	0.98	0.95	0.07	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
RCE1	11q13.2	8.38	8.36	0.26	0.38	0.02	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
INTS4	11q14.1	8.80	8.82	0.28	0.24	-0.02	0.651	0.854	(B) WHITE
BRF2	8p11.23	8.24	8.27	0.46	0.48	-0.03	0.651	0.854	(B) WHITE
MGARP	4q31.1	3.63	3.56	0.93	0.97	0.07	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
NME9	3q22.3	2.95	2.89	0.73	0.84	0.06	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
FIBP	11q13.1	10.01	10.03	0.30	0.36	-0.02	0.651	0.854	(B) WHITE
LINC00663	19p13.11	7.12	7.09	0.43	0.40	0.03	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
KIAA0895	7p14.2	7.97	7.94	0.43	0.47	0.03	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
NOCT	4q31.1	5.72	5.78	0.78	0.63	-0.06	0.651	0.854	(B) WHITE
HDAC8	Xq13.1	8.44	8.42	0.31	0.26	0.02	0.651	0.854	(A) BLACK OR AFRICAN AMERICAN
SLC25A3P1	1p32.3	0.01	0.01	0.05	0.08	-0.00	0.652	0.854	(B) WHITE
MTFR1L	1p36.11	10.38	10.39	0.26	0.25	-0.02	0.652	0.854	(B) WHITE
OR2K2	9q31.3	0.07	0.09	0.21	0.24	-0.02	0.652	0.854	(B) WHITE
OR4D9	11q12.1	0.05	0.03	0.21	0.18	0.02	0.652	0.854	(A) BLACK OR AFRICAN AMERICAN
DUSP7	3p21.2	8.90	8.93	0.37	0.38	-0.03	0.652	0.854	(B) WHITE
FCGR3A	1q23.3	8.09	8.02	0.94	0.95	0.07	0.652	0.854	(A) BLACK OR AFRICAN AMERICAN
MANEAL	1p34.3	9.00	9.05	0.73	0.69	-0.05	0.652	0.854	(B) WHITE
TEX261	2p13.3	11.34	11.36	0.28	0.25	-0.02	0.652	0.854	(B) WHITE
PHLDB1	11q23.3	10.00	9.95	0.69	0.65	0.05	0.652	0.854	(A) BLACK OR AFRICAN AMERICAN
CEP192	18p11.21	8.95	9.00	0.59	0.57	-0.04	0.652	0.854	(B) WHITE
SMNDC1	10q25.2	8.98	9.00	0.23	0.28	-0.02	0.652	0.854	(B) WHITE
CDR1	Xq27.1	0.97	1.04	0.84	0.98	-0.06	0.652	0.854	(B) WHITE
CCT7	2p13.2	12.46	12.48	0.30	0.28	-0.02	0.652	0.854	(B) WHITE
ZMYM5	13q12.11	8.22	8.25	0.39	0.34	-0.03	0.653	0.854	(B) WHITE
HIST1H2BE	6p22.2	4.61	4.68	0.95	0.83	-0.07	0.653	0.854	(B) WHITE
PRKCSH	19p13.2	12.93	12.96	0.36	0.33	-0.03	0.653	0.854	(B) WHITE
FAM78A	9q34.13	6.10	6.03	0.84	0.75	0.06	0.653	0.854	(A) BLACK OR AFRICAN AMERICAN
CDO1	5q22.3	7.08	6.94	1.91	1.86	0.14	0.653	0.854	(A) BLACK OR AFRICAN AMERICAN
CYB5A	18q22.3	10.57	10.63	0.72	0.61	-0.05	0.653	0.854	(B) WHITE
C1ORF146	1p22.1	0.02	0.03	0.11	0.14	-0.01	0.653	0.854	(B) WHITE
UBL4A	Xq28	10.12	10.09	0.29	0.28	0.02	0.653	0.854	(A) BLACK OR AFRICAN AMERICAN
MRPS31	13q14.11	7.72	7.75	0.36	0.41	-0.03	0.653	0.854	(B) WHITE
FAM229B	6q21	7.20	7.15	0.62	0.72	0.05	0.653	0.854	(A) BLACK OR AFRICAN AMERICAN
SLC25A41	19p13.3	2.82	2.73	1.18	1.24	0.09	0.653	0.854	(A) BLACK OR AFRICAN AMERICAN
RRM2B	8q22.3	10.02	9.98	0.46	0.47	0.03	0.653	0.854	(A) BLACK OR AFRICAN AMERICAN
RELCH	18q21.33	9.75	9.79	0.55	0.44	-0.04	0.653	0.854	(B) WHITE
ANGPTL1	1q25.2	5.53	5.64	1.51	1.44	-0.11	0.654	0.855	(B) WHITE
GRASP	12q13.13	7.18	7.10	1.17	0.99	0.09	0.654	0.855	(A) BLACK OR AFRICAN AMERICAN
SYNGR2	17q25.3	13.33	13.36	0.39	0.44	-0.03	0.654	0.855	(B) WHITE
RNF43	17q22	10.16	10.10	0.74	0.82	0.06	0.654	0.855	(A) BLACK OR AFRICAN AMERICAN
GNPTG	16p13.3	10.34	10.31	0.46	0.42	0.03	0.654	0.855	(A) BLACK OR AFRICAN AMERICAN
ARCN1	11q23.3	12.38	12.40	0.30	0.32	-0.02	0.654	0.855	(B) WHITE
EIF3A	10q26.11	12.71	12.73	0.30	0.35	-0.02	0.654	0.855	(B) WHITE
PSMD14	2q24.2	9.89	9.91	0.32	0.32	-0.02	0.654	0.855	(B) WHITE
ARMS2	10q26.13	0.40	0.37	0.42	0.44	0.03	0.654	0.855	(A) BLACK OR AFRICAN AMERICAN
IGFBP3	7p12.3	10.76	10.68	1.11	0.94	0.08	0.654	0.855	(A) BLACK OR AFRICAN AMERICAN
ZNF181	19q13.11	8.05	8.08	0.45	0.38	-0.03	0.654	0.855	(B) WHITE
SGCZ	8p22	0.28	0.32	0.51	0.71	-0.04	0.654	0.855	(B) WHITE
ZNF100	19p12	7.52	7.49	0.41	0.51	0.03	0.655	0.855	(A) BLACK OR AFRICAN AMERICAN
DUSP23	1q23.2	8.32	8.26	0.84	0.82	0.06	0.655	0.855	(A) BLACK OR AFRICAN AMERICAN
HIRIP3	16p11.2	8.66	8.69	0.38	0.36	-0.03	0.655	0.855	(B) WHITE
MAP2K6	17q24.3	7.31	7.39	1.04	1.04	-0.08	0.655	0.855	(B) WHITE
TEF	22q13.2	9.38	9.44	0.72	0.66	-0.05	0.655	0.855	(B) WHITE
NSMCE2	8q24.13	8.07	8.03	0.55	0.42	0.04	0.655	0.855	(A) BLACK OR AFRICAN AMERICAN
C4ORF17	4q23	0.01	0.01	0.08	0.06	0.01	0.655	0.855	(A) BLACK OR AFRICAN AMERICAN
TIMM17A	1q32.1	9.73	9.71	0.30	0.32	0.02	0.655	0.855	(A) BLACK OR AFRICAN AMERICAN
GNAI2	3p21.31	11.85	11.89	0.45	0.44	-0.03	0.655	0.855	(B) WHITE
GNA12	7p22.3-p22.2	10.66	10.68	0.32	0.31	-0.02	0.655	0.855	(B) WHITE
KIF11	10q23.33	7.06	7.12	0.87	0.83	-0.06	0.655	0.855	(B) WHITE
SYPL2	1p13.3	5.57	5.66	1.21	0.99	-0.09	0.655	0.855	(B) WHITE
BPHL	6p25.2	8.75	8.79	0.56	0.56	-0.04	0.655	0.855	(B) WHITE
KIF24	9p13.3	5.44	5.49	0.72	0.71	-0.05	0.655	0.855	(B) WHITE
LOC100129534	1p36.32	6.07	6.11	0.53	0.59	-0.04	0.655	0.855	(B) WHITE
MACC1	7p21.1	6.13	6.22	1.25	1.34	-0.09	0.655	0.855	(B) WHITE
ZKSCAN8	6p22.1	8.27	8.33	0.82	0.69	-0.06	0.655	0.856	(B) WHITE
HKDC1	10q22.1	1.54	1.62	1.00	0.96	-0.07	0.655	0.856	(B) WHITE
VAMP8	2p11.2	10.65	10.62	0.44	0.49	0.03	0.655	0.856	(A) BLACK OR AFRICAN AMERICAN
DBT	1p21.2	10.45	10.41	0.42	0.51	0.03	0.655	0.856	(A) BLACK OR AFRICAN AMERICAN
TERB1	16q22.1	0.11	0.09	0.27	0.22	0.02	0.656	0.856	(A) BLACK OR AFRICAN AMERICAN
C9ORF153	9q21.33	0.99	1.03	0.65	0.62	-0.05	0.656	0.856	(B) WHITE
IK	5q31.3	10.88	10.87	0.15	0.22	0.01	0.656	0.856	(A) BLACK OR AFRICAN AMERICAN
MEDAG	13q12.3	4.89	4.79	1.46	1.23	0.10	0.656	0.856	(A) BLACK OR AFRICAN AMERICAN
ZC3H10	12q13.2	7.40	7.43	0.40	0.36	-0.03	0.656	0.856	(B) WHITE
CLIC3	9q34.3	4.02	4.11	1.32	1.23	-0.10	0.656	0.856	(B) WHITE
FAM177A1	14q13.2	10.49	10.52	0.41	0.39	-0.03	0.656	0.856	(B) WHITE
SCRT1	8q24.3	0.95	1.01	0.73	0.91	-0.06	0.656	0.856	(B) WHITE
KCNAB2	1p36.31	7.35	7.30	0.67	0.62	0.05	0.656	0.856	(A) BLACK OR AFRICAN AMERICAN
RAD52	12p13.33	6.96	6.93	0.49	0.51	0.04	0.656	0.856	(A) BLACK OR AFRICAN AMERICAN
TMEM208	16q22.1	9.32	9.29	0.51	0.48	0.04	0.657	0.856	(A) BLACK OR AFRICAN AMERICAN
CDH15	16q24.3	2.55	2.44	1.47	1.41	0.11	0.657	0.857	(A) BLACK OR AFRICAN AMERICAN
GABRA1	5q34	1.16	1.30	1.88	1.93	-0.14	0.657	0.857	(B) WHITE
DMRTA1	9p21.3	6.79	6.87	1.04	1.16	-0.08	0.657	0.857	(B) WHITE
TMEM254	10q22.3	10.98	11.00	0.36	0.49	-0.03	0.657	0.857	(B) WHITE
PFKFB1	Xp11.21	1.71	1.66	0.75	0.74	0.05	0.657	0.857	(A) BLACK OR AFRICAN AMERICAN
CDHR4	3p21.31	1.19	1.31	1.64	1.83	-0.12	0.657	0.857	(B) WHITE
NPB	17q25.3	1.47	1.53	0.82	0.89	-0.06	0.657	0.857	(B) WHITE
TCP1	6q25.3	12.07	12.04	0.35	0.80	0.03	0.657	0.857	(A) BLACK OR AFRICAN AMERICAN
ABI3	17q21.32	6.83	6.89	0.90	0.72	-0.06	0.658	0.857	(B) WHITE
LPAR2	19p13.11	9.16	9.13	0.46	0.48	0.03	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
ABHD10	3q13.2	10.17	10.14	0.50	0.43	0.04	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
XBP1	22q12.1|22q12	13.79	13.84	0.73	0.70	-0.05	0.658	0.857	(B) WHITE
LINC00323	21q22.2	2.63	2.56	0.93	1.08	0.07	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
ZNF334	20q13.12	6.71	6.82	1.47	1.24	-0.11	0.658	0.857	(B) WHITE
CA8	8q12.1	5.23	5.36	1.83	1.65	-0.13	0.658	0.857	(B) WHITE
FPR2	19q13.41	1.77	1.84	0.91	1.18	-0.07	0.658	0.857	(B) WHITE
ZBTB34	9q33.3	8.03	8.07	0.50	0.50	-0.04	0.658	0.857	(B) WHITE
IL21R	16p12.1	3.96	3.87	1.37	1.22	0.10	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
CYLD	16q12.1	9.92	9.89	0.39	0.41	0.03	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
NPM1	5q35.1	13.29	13.26	0.42	0.42	0.03	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
DGCR8	22q11.21	9.42	9.40	0.27	0.29	0.02	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
WNK1	12p13.33	3.29	3.22	0.90	0.79	0.06	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
APOLD1	12p13.1	9.37	9.29	1.17	1.04	0.08	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
HECTD2	10q23.32	8.31	8.35	0.56	0.59	-0.04	0.658	0.857	(B) WHITE
ZNF628	19q13.42	7.48	7.44	0.44	0.47	0.03	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
PDE8A	15q25.3	8.71	8.69	0.26	0.31	0.02	0.658	0.857	(A) BLACK OR AFRICAN AMERICAN
CHCHD4	3p25.1	8.20	8.22	0.37	0.30	-0.03	0.658	0.857	(B) WHITE
SUV39H2	10p13	8.02	7.99	0.46	0.54	0.03	0.659	0.857	(A) BLACK OR AFRICAN AMERICAN
OR52M1	11p15.4	0.05	0.06	0.16	0.21	-0.01	0.659	0.857	(B) WHITE
ARGFXP2	17q11.2	0.72	0.68	0.62	0.55	0.04	0.659	0.857	(A) BLACK OR AFRICAN AMERICAN
KCNB2	8q21.11	0.79	0.86	0.98	0.85	-0.07	0.659	0.857	(B) WHITE
ZNF143	11p15.4	8.14	8.15	0.21	0.23	-0.02	0.659	0.857	(B) WHITE
TTLL11	9q33.2	6.23	6.26	0.38	0.38	-0.03	0.659	0.857	(B) WHITE
SEC24C	10q22.2	11.84	11.87	0.31	0.30	-0.02	0.659	0.857	(B) WHITE
NIT1	1q23.3	9.22	9.20	0.35	0.32	0.03	0.659	0.857	(A) BLACK OR AFRICAN AMERICAN
TEP1	14q11.2	9.50	9.54	0.53	0.41	-0.04	0.659	0.858	(B) WHITE
C11ORF65	11q22.3	2.54	2.49	0.64	0.69	0.05	0.659	0.858	(A) BLACK OR AFRICAN AMERICAN
IQSEC3	12p13.33	4.02	4.12	1.38	1.29	-0.10	0.659	0.858	(B) WHITE
BST2	19p13.11	9.20	9.10	1.34	1.05	0.10	0.659	0.858	(A) BLACK OR AFRICAN AMERICAN
ART3	4q21.1|4p15.1-p14	2.27	2.39	1.60	1.48	-0.12	0.659	0.858	(B) WHITE
FURIN	15q26.1	12.18	12.22	0.55	0.53	-0.04	0.659	0.858	(B) WHITE
MOCS2	5q11.2	9.50	9.53	0.31	0.40	-0.02	0.659	0.858	(B) WHITE
CLEC2B	12p13.31	6.15	6.08	0.97	0.76	0.07	0.659	0.858	(A) BLACK OR AFRICAN AMERICAN
CDH17	8q22.1	3.37	3.51	1.83	1.65	-0.13	0.660	0.858	(B) WHITE
ODC1	2p25.1	12.78	12.70	1.05	0.80	0.07	0.660	0.858	(A) BLACK OR AFRICAN AMERICAN
TRAM2	6p12.2	9.49	9.53	0.46	0.82	-0.04	0.660	0.858	(B) WHITE
CD99	Xp22.33 and Yp11.2	11.73	11.78	0.71	0.61	-0.05	0.660	0.858	(B) WHITE
NUTF2	16q22.1	10.42	10.44	0.35	0.40	-0.03	0.660	0.858	(B) WHITE
APOO	Xp22.11	8.28	8.25	0.47	0.37	0.03	0.660	0.858	(A) BLACK OR AFRICAN AMERICAN
EMC9	14q12	7.94	7.98	0.65	0.56	-0.05	0.660	0.858	(B) WHITE
CALHM3	10q24.33	0.42	0.38	0.58	0.60	0.04	0.660	0.858	(A) BLACK OR AFRICAN AMERICAN
ZNF618	9q32	9.08	9.13	0.68	0.72	-0.05	0.660	0.858	(B) WHITE
PTCHD3P1	10p11.23	8.48	8.45	0.38	0.34	0.03	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
PLEKHA1	10q26.13	9.19	9.22	0.32	0.35	-0.02	0.661	0.859	(B) WHITE
RAI1	17p11.2	10.06	10.09	0.39	0.41	-0.03	0.661	0.859	(B) WHITE
TECRL	4q13.1	0.58	0.44	1.94	1.45	0.14	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
FAM174A	5q21.1	8.81	8.85	0.66	0.56	-0.05	0.661	0.859	(B) WHITE
PIGX	3q29	9.54	9.51	0.42	0.39	0.03	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
GLRA1	5q33.1	0.09	0.08	0.25	0.20	0.02	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
C15ORF41	15q14	6.48	6.54	0.85	0.75	-0.06	0.661	0.859	(B) WHITE
CELA2B	1p36.21	0.04	0.05	0.14	0.23	-0.01	0.661	0.859	(B) WHITE
POFUT1	20q11.21	10.71	10.73	0.27	0.26	-0.02	0.661	0.859	(B) WHITE
FLI1	11q24.3	7.55	7.47	1.07	0.84	0.08	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
MTA1	14q32.33	10.27	10.25	0.26	0.43	0.02	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
DCLRE1A	10q25.3	8.95	8.98	0.41	0.46	-0.03	0.661	0.859	(B) WHITE
PRDM16-DT	1p36.32	1.78	1.70	1.03	0.95	0.07	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
LCE6A	1q21.3	0.01	0.01	0.08	0.06	0.01	0.661	0.859	(A) BLACK OR AFRICAN AMERICAN
SOGA3	6q22.33	5.23	5.31	1.07	1.19	-0.08	0.661	0.859	(B) WHITE
NAALADL1	11q13.1	5.42	5.49	1.03	0.92	-0.07	0.661	0.859	(B) WHITE
SRRM4	12q24.23	1.47	1.58	1.56	1.21	-0.11	0.661	0.859	(B) WHITE
NCOA2	8q13.3	9.41	9.48	1.01	0.95	-0.07	0.662	0.859	(B) WHITE
HOXD3	2q31.1	3.38	3.29	1.21	1.07	0.09	0.662	0.859	(A) BLACK OR AFRICAN AMERICAN
PLEKHO1	1q21.2	9.15	9.20	0.77	0.72	-0.06	0.662	0.859	(B) WHITE
ADNP2	18q23	9.31	9.33	0.35	0.37	-0.03	0.662	0.859	(B) WHITE
PERP	6q23.3	11.99	12.02	0.38	0.87	-0.03	0.662	0.859	(B) WHITE
UBE2R2	9p13.3	11.07	11.09	0.25	0.25	-0.02	0.662	0.859	(B) WHITE
UBE2W	8q21.11	9.33	9.37	0.47	0.45	-0.03	0.662	0.860	(B) WHITE
PDF	16q22.1	7.34	7.30	0.56	0.51	0.04	0.662	0.860	(A) BLACK OR AFRICAN AMERICAN
DGKQ	4p16.3	8.66	8.70	0.48	0.54	-0.04	0.662	0.860	(B) WHITE
PURA	5q31.3	8.73	8.75	0.26	0.35	-0.02	0.662	0.860	(B) WHITE
PPP1CA	11q13.2	11.87	11.85	0.31	0.34	0.02	0.662	0.860	(A) BLACK OR AFRICAN AMERICAN
FAM189A1	15q13.1	6.24	6.33	1.25	1.43	-0.09	0.663	0.860	(B) WHITE
SNAI2	8q11.21	7.43	7.53	1.35	1.25	-0.10	0.663	0.860	(B) WHITE
SLC7A2	8p22	10.71	10.75	0.51	0.72	-0.04	0.663	0.860	(B) WHITE
TIMM21	18q22.3	8.22	8.24	0.38	0.33	-0.03	0.663	0.860	(B) WHITE
RPSAP9	9q21.13	5.28	5.32	0.47	0.56	-0.03	0.663	0.860	(B) WHITE
NAPB	20p11.21	7.89	7.87	0.33	0.37	0.02	0.663	0.860	(A) BLACK OR AFRICAN AMERICAN
EFCAB7	1p31.3	6.91	6.87	0.55	0.39	0.04	0.663	0.860	(A) BLACK OR AFRICAN AMERICAN
CSF1R	5q32	9.04	8.97	0.92	0.87	0.07	0.663	0.860	(A) BLACK OR AFRICAN AMERICAN
MYO18B	22q12.1	2.46	2.60	2.01	1.73	-0.14	0.663	0.860	(B) WHITE
GSK3A	19q13.2	10.80	10.78	0.23	0.46	0.02	0.664	0.860	(A) BLACK OR AFRICAN AMERICAN
S100A16	1q21.3	8.40	8.48	1.07	0.96	-0.08	0.664	0.860	(B) WHITE
ZMIZ1	10q22.3	11.65	11.60	0.66	0.60	0.05	0.664	0.860	(A) BLACK OR AFRICAN AMERICAN
LINC02249	15q13.2	0.18	0.20	0.34	0.36	-0.02	0.664	0.860	(B) WHITE
HAVCR1P1	19p12	2.72	2.67	0.59	0.80	0.04	0.664	0.860	(A) BLACK OR AFRICAN AMERICAN
HIST1H1D	6p22.2	2.09	2.16	0.95	1.10	-0.07	0.664	0.861	(B) WHITE
ODAM	4q13.3	2.35	2.22	1.70	1.92	0.12	0.664	0.861	(A) BLACK OR AFRICAN AMERICAN
NOX5	15q23	3.43	3.53	1.39	1.59	-0.10	0.664	0.861	(B) WHITE
SLC25A53	Xq22.2	3.14	3.09	0.77	0.68	0.05	0.664	0.861	(A) BLACK OR AFRICAN AMERICAN
ADGRG5	16q21	4.09	3.99	1.37	1.20	0.10	0.664	0.861	(A) BLACK OR AFRICAN AMERICAN
VPS41	7p14.1	10.24	10.26	0.30	0.33	-0.02	0.664	0.861	(B) WHITE
ACRV1	11q24.2	2.35	2.44	1.28	1.25	-0.09	0.664	0.861	(B) WHITE
