Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher methylation in
HOXD13	2q31.1	0.71	0.70	0.10	0.08	0.01	0.464	0.723	(A) BLACK OR AFRICAN AMERICAN
MYB	6q23.3	0.09	0.09	0.03	0.04	-0.00	0.464	0.723	(B) WHITE
LRP10	14q11.2	0.91	0.91	0.04	0.03	-0.00	0.464	0.723	(B) WHITE
MMP15	16q21	0.17	0.16	0.07	0.06	0.01	0.464	0.724	(A) BLACK OR AFRICAN AMERICAN
GDPD1	17q22	0.13	0.13	0.05	0.05	-0.01	0.464	0.724	(B) WHITE
SMPDL3B	1p35.3	0.07	0.07	0.02	0.02	-0.00	0.464	0.724	(B) WHITE
TGFB1I1	16p11.2	0.72	0.71	0.11	0.10	0.01	0.464	0.724	(A) BLACK OR AFRICAN AMERICAN
RABEP1	17p13.2	0.92	0.92	0.03	0.04	0.00	0.464	0.724	(A) BLACK OR AFRICAN AMERICAN
ATOX1	5q33.1	0.06	0.06	0.02	0.02	0.00	0.464	0.724	(A) BLACK OR AFRICAN AMERICAN
TPD52L1	6q22.31	0.37	0.35	0.14	0.12	0.02	0.465	0.724	(A) BLACK OR AFRICAN AMERICAN
DDX1	2p24.3	0.07	0.07	0.03	0.04	0.00	0.465	0.724	(A) BLACK OR AFRICAN AMERICAN
CEBPE	14q11.2	0.92	0.92	0.02	0.02	-0.00	0.465	0.724	(B) WHITE
AMIGO2	12q13.11	0.48	0.45	0.26	0.22	0.03	0.465	0.724	(A) BLACK OR AFRICAN AMERICAN
CLDN20	6q25.3	0.83	0.83	0.06	0.07	0.01	0.465	0.724	(A) BLACK OR AFRICAN AMERICAN
ALAD	9q32	0.66	0.67	0.16	0.13	-0.02	0.465	0.724	(B) WHITE
CDK20	9q22.1	0.28	0.29	0.09	0.10	-0.01	0.465	0.724	(B) WHITE
FCGBP	19q13.2	0.75	0.74	0.09	0.10	0.01	0.465	0.724	(A) BLACK OR AFRICAN AMERICAN
PMEL	12q13.2	0.88	0.89	0.12	0.06	-0.01	0.465	0.724	(B) WHITE
PMS1	2q32.2	0.08	0.08	0.02	0.03	-0.00	0.465	0.724	(B) WHITE
LMO1	11p15.4	0.94	0.95	0.07	0.04	-0.01	0.465	0.724	(B) WHITE
SAA2	11p15.1	0.78	0.78	0.06	0.05	-0.01	0.465	0.724	(B) WHITE
SLAMF6	1q23.2-q23.3	0.52	0.55	0.21	0.19	-0.03	0.465	0.724	(B) WHITE
C10ORF25	10q11.21	0.04	0.03	0.04	0.05	0.01	0.465	0.724	(A) BLACK OR AFRICAN AMERICAN
PTP4A2	1p35.2	0.89	0.89	0.06	0.05	-0.01	0.465	0.724	(B) WHITE
PYGL	14q22.1	0.62	0.60	0.18	0.16	0.02	0.466	0.724	(A) BLACK OR AFRICAN AMERICAN
SYCE3	22q13.33	0.02	0.02	0.00	0.00	0.00	0.466	0.724	(A) BLACK OR AFRICAN AMERICAN
ZNF580	19q13.42	0.08	0.07	0.02	0.02	0.00	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
AFDN	6q27	0.06	0.07	0.01	0.04	-0.00	0.466	0.725	(B) WHITE
ZFYVE26	14q24.1	0.73	0.72	0.08	0.07	0.01	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
PRDX2	19p13.13	0.14	0.14	0.04	0.04	0.00	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
STC2	5q35.2	0.15	0.15	0.06	0.08	-0.01	0.466	0.725	(B) WHITE
IDH1	2q34	0.92	0.91	0.04	0.04	0.00	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
CXCR2	2q35	0.51	0.49	0.14	0.15	0.02	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
PTPRJ	11p11.2	0.64	0.62	0.13	0.17	0.02	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
DCAF11	14q12	0.01	0.01	0.00	0.00	-0.00	0.466	0.725	(B) WHITE
EFS	14q11.2	0.46	0.44	0.16	0.14	0.02	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
RIMKLB	12p13.31	0.80	0.79	0.10	0.08	0.01	0.466	0.725	(A) BLACK OR AFRICAN AMERICAN
CREB3L4	1q21.3	0.30	0.31	0.10	0.11	-0.01	0.466	0.725	(B) WHITE
C19ORF44	19p13.11	0.82	0.82	0.05	0.05	-0.01	0.466	0.725	(B) WHITE
ALOX12P2	17p13.1	0.70	0.71	0.11	0.08	-0.01	0.467	0.725	(B) WHITE
MCHR1	22q13.2	0.72	0.73	0.07	0.07	-0.01	0.467	0.725	(B) WHITE
PLXNA4	7q32.3	0.85	0.84	0.05	0.05	0.01	0.467	0.726	(A) BLACK OR AFRICAN AMERICAN
RAB15	14q23.3	0.20	0.18	0.12	0.10	0.01	0.467	0.726	(A) BLACK OR AFRICAN AMERICAN
NDUFB6	9p21.1	0.78	0.79	0.14	0.10	-0.02	0.467	0.726	(B) WHITE
ZNF548	19q13.43	0.82	0.82	0.05	0.07	0.01	0.467	0.726	(A) BLACK OR AFRICAN AMERICAN
C1ORF116	1q32.1	0.49	0.51	0.18	0.18	-0.02	0.467	0.726	(B) WHITE
SNTG2	2p25.3	0.35	0.36	0.12	0.13	-0.01	0.467	0.726	(B) WHITE
SMURF1	7q22.1	0.45	0.48	0.26	0.23	-0.03	0.468	0.726	(B) WHITE
GDF15	19p13.11	0.63	0.65	0.17	0.14	-0.02	0.468	0.726	(B) WHITE
SLC23A3	2q35	0.92	0.92	0.04	0.02	-0.00	0.468	0.726	(B) WHITE
FAM161B	14q24.3	0.01	0.01	0.00	0.00	0.00	0.468	0.726	(A) BLACK OR AFRICAN AMERICAN
RPS18	6p21.32	0.27	0.29	0.10	0.09	-0.01	0.468	0.726	(B) WHITE
KIAA0556	16p12.1	0.47	0.49	0.10	0.12	-0.01	0.468	0.727	(B) WHITE
ZBTB32	19q13.12	0.76	0.74	0.13	0.14	0.02	0.468	0.727	(A) BLACK OR AFRICAN AMERICAN
ALKBH2	12q24.11	0.30	0.31	0.13	0.11	-0.01	0.468	0.727	(B) WHITE
LINC00261	20p11.21	0.08	0.07	0.08	0.04	0.01	0.468	0.727	(A) BLACK OR AFRICAN AMERICAN
GPT	8q24.3	0.65	0.67	0.15	0.14	-0.02	0.469	0.727	(B) WHITE
AGAP5	10q22.2	0.96	0.96	0.01	0.02	-0.00	0.469	0.727	(B) WHITE
NFE2L3	7p15.2	0.10	0.09	0.08	0.08	0.01	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
ZSWIM1	20q13.12	0.04	0.04	0.01	0.01	0.00	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
PRRC2B	9q34.13	0.94	0.94	0.01	0.02	-0.00	0.469	0.727	(B) WHITE
ABHD18	4q28.2	0.02	0.02	0.00	0.01	0.00	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
PIP4K2C	12q13.3	0.78	0.77	0.08	0.08	0.01	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
REPS1	6q24.1	0.13	0.12	0.09	0.06	0.01	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
RIC8A	11p15.5	0.91	0.90	0.02	0.02	0.00	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
PIAS3	1q21.1	0.03	0.03	0.00	0.02	-0.00	0.469	0.727	(B) WHITE
ERLIN1	10q24.31	0.02	0.02	0.00	0.01	0.00	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
HLA-DMA	6p21.32	0.76	0.77	0.07	0.07	-0.01	0.469	0.727	(B) WHITE
MAP1LC3B2	12q24.22	0.60	0.58	0.15	0.15	0.02	0.469	0.727	(A) BLACK OR AFRICAN AMERICAN
GINS2	16q24.1	0.43	0.42	0.15	0.13	0.02	0.470	0.727	(A) BLACK OR AFRICAN AMERICAN
LRRC42	1p32.3	0.71	0.72	0.11	0.10	-0.01	0.470	0.727	(B) WHITE
ELAVL3	19p13.2	0.47	0.45	0.19	0.19	0.02	0.470	0.727	(A) BLACK OR AFRICAN AMERICAN
IRF4	6p25.3	0.37	0.39	0.15	0.15	-0.02	0.470	0.727	(B) WHITE
MPHOSPH6	16q23.3	0.05	0.05	0.01	0.01	0.00	0.470	0.727	(A) BLACK OR AFRICAN AMERICAN
ANTXR2	4q21.21	0.10	0.09	0.07	0.06	0.01	0.470	0.727	(A) BLACK OR AFRICAN AMERICAN
PTPN1	20q13.13	0.77	0.78	0.09	0.09	-0.01	0.470	0.727	(B) WHITE
APRT	16q24.3	0.03	0.03	0.01	0.01	0.00	0.470	0.727	(A) BLACK OR AFRICAN AMERICAN
EFR3B	2p23.3	0.66	0.67	0.08	0.07	-0.01	0.470	0.727	(B) WHITE
GFRA2	8p21.3	0.56	0.55	0.16	0.12	0.02	0.470	0.728	(A) BLACK OR AFRICAN AMERICAN
HCLS1	3q13.33	0.76	0.77	0.09	0.07	-0.01	0.470	0.728	(B) WHITE
HNF1B	17q12	0.15	0.13	0.23	0.18	0.03	0.470	0.728	(A) BLACK OR AFRICAN AMERICAN
NTHL1	16p13.3	0.19	0.20	0.08	0.07	-0.01	0.470	0.728	(B) WHITE
CTAGE9	6q23.2	0.60	0.61	0.09	0.08	-0.01	0.470	0.728	(B) WHITE
ANKRD28	3p25.1	0.03	0.03	0.01	0.01	0.00	0.471	0.728	(A) BLACK OR AFRICAN AMERICAN
KLK14	19q13.41	0.96	0.97	0.09	0.03	-0.01	0.471	0.728	(B) WHITE
GRM8	7q31.33	0.11	0.10	0.08	0.07	0.01	0.471	0.728	(A) BLACK OR AFRICAN AMERICAN
PRR22	19p13.3	0.99	0.98	0.00	0.01	0.00	0.471	0.728	(A) BLACK OR AFRICAN AMERICAN
EZR	6q25.3	0.33	0.34	0.13	0.13	-0.02	0.471	0.728	(B) WHITE
ZFYVE28	4p16.3	0.74	0.74	0.07	0.08	0.01	0.471	0.729	(A) BLACK OR AFRICAN AMERICAN
OR2A4	6q23.2	0.88	0.87	0.07	0.06	0.01	0.471	0.729	(A) BLACK OR AFRICAN AMERICAN
SLC9A9	3q24	0.06	0.05	0.07	0.11	0.01	0.471	0.729	(A) BLACK OR AFRICAN AMERICAN
PAIP2	5q31.2	0.48	0.46	0.14	0.15	0.02	0.471	0.729	(A) BLACK OR AFRICAN AMERICAN
CAMK2D	4q26	0.06	0.06	0.01	0.02	-0.00	0.471	0.729	(B) WHITE
TSC2	16p13.3	0.55	0.52	0.18	0.20	0.02	0.471	0.729	(A) BLACK OR AFRICAN AMERICAN
CDRT15P1	17p12	0.92	0.91	0.02	0.02	0.00	0.472	0.729	(A) BLACK OR AFRICAN AMERICAN
MRPS23	17q22	0.39	0.37	0.17	0.13	0.02	0.472	0.729	(A) BLACK OR AFRICAN AMERICAN
NAE1	16q22.1	0.08	0.08	0.02	0.02	0.00	0.472	0.729	(A) BLACK OR AFRICAN AMERICAN
IPO4	14q12	0.05	0.05	0.01	0.01	0.00	0.472	0.729	(A) BLACK OR AFRICAN AMERICAN
FBXL13	7q22.1	0.01	0.01	0.00	0.00	0.00	0.472	0.729	(A) BLACK OR AFRICAN AMERICAN
LRRC70	5q12.1	0.85	0.86	0.06	0.05	-0.01	0.472	0.729	(B) WHITE
PCSK9	1p32.3	0.04	0.03	0.06	0.05	0.01	0.472	0.729	(A) BLACK OR AFRICAN AMERICAN
CHGA	14q32.12	0.14	0.13	0.09	0.11	0.01	0.472	0.729	(A) BLACK OR AFRICAN AMERICAN
SHMT2	12q13.3	0.06	0.06	0.04	0.03	0.00	0.472	0.730	(A) BLACK OR AFRICAN AMERICAN
BCL9	1q21.2	0.28	0.29	0.14	0.15	-0.02	0.473	0.730	(B) WHITE
WDR38	9q33.3	0.05	0.04	0.01	0.01	0.00	0.473	0.730	(A) BLACK OR AFRICAN AMERICAN
GCLM	1p22.1	0.69	0.67	0.15	0.13	0.02	0.473	0.730	(A) BLACK OR AFRICAN AMERICAN
TYK2	19p13.2	0.07	0.07	0.03	0.02	0.00	0.473	0.730	(A) BLACK OR AFRICAN AMERICAN
TMEM63B	6p21.1	0.41	0.40	0.11	0.10	0.01	0.473	0.730	(A) BLACK OR AFRICAN AMERICAN
CSDE1	1p13.2	0.05	0.05	0.01	0.01	0.00	0.473	0.730	(A) BLACK OR AFRICAN AMERICAN
CDKN2AIPNL	5q31.1	0.25	0.25	0.03	0.04	-0.00	0.473	0.730	(B) WHITE
FDXR	17q25.1	0.08	0.08	0.01	0.01	-0.00	0.474	0.731	(B) WHITE
RABGGTB	1p31.1	0.56	0.54	0.19	0.15	0.02	0.474	0.731	(A) BLACK OR AFRICAN AMERICAN
ANKRD10	13q34	0.90	0.90	0.03	0.04	-0.00	0.474	0.731	(B) WHITE
CECR7	22q11.1	0.53	0.54	0.08	0.08	-0.01	0.474	0.731	(B) WHITE
CPLANE2	1p36.13	0.03	0.03	0.00	0.00	0.00	0.474	0.731	(A) BLACK OR AFRICAN AMERICAN
ZNF717	3p12.3	0.69	0.69	0.04	0.05	0.01	0.474	0.731	(A) BLACK OR AFRICAN AMERICAN
C9ORF139	9q34.3	0.83	0.82	0.04	0.04	0.00	0.474	0.731	(A) BLACK OR AFRICAN AMERICAN
BHMT	5q14.1	0.92	0.92	0.04	0.04	-0.00	0.474	0.731	(B) WHITE
RNF5P1	8p11.22	0.05	0.05	0.02	0.02	0.00	0.474	0.732	(A) BLACK OR AFRICAN AMERICAN
XPA	9q22.33	0.05	0.05	0.02	0.01	-0.00	0.475	0.732	(B) WHITE
XPC	3p25.1	0.86	0.87	0.03	0.04	-0.00	0.475	0.732	(B) WHITE
CP	3q24-q25.1	0.71	0.70	0.11	0.12	0.01	0.475	0.732	(A) BLACK OR AFRICAN AMERICAN
UBXN7	3q29	0.09	0.09	0.02	0.03	-0.00	0.475	0.732	(B) WHITE
TMEM176A	7q36.1	0.62	0.60	0.14	0.16	0.02	0.475	0.732	(A) BLACK OR AFRICAN AMERICAN
LOC145783	15q21.3	0.35	0.33	0.16	0.16	0.02	0.475	0.732	(A) BLACK OR AFRICAN AMERICAN
RPL38	17q25.1	0.07	0.07	0.01	0.01	-0.00	0.475	0.732	(B) WHITE
COL22A1	8q24.23-q24.3	0.21	0.23	0.14	0.19	-0.02	0.475	0.732	(B) WHITE
BRINP3	1q31.1	0.17	0.14	0.22	0.16	0.03	0.476	0.733	(A) BLACK OR AFRICAN AMERICAN
PLPP1	5q11.2	0.72	0.74	0.15	0.13	-0.02	0.476	0.733	(B) WHITE
AQP3	9p13.3	0.35	0.36	0.11	0.13	-0.01	0.476	0.733	(B) WHITE
ERCC5	13q33.1	0.02	0.02	0.00	0.00	-0.00	0.476	0.733	(B) WHITE
ATP1A1-AS1	1p13.1	0.08	0.09	0.05	0.05	-0.01	0.476	0.733	(B) WHITE
HSP90AB4P	15q21.3	0.94	0.94	0.02	0.03	-0.00	0.476	0.733	(B) WHITE
SLC26A3	7q22.3-q31.1	0.92	0.92	0.03	0.06	0.00	0.476	0.733	(A) BLACK OR AFRICAN AMERICAN
ADCY4	14q12	0.81	0.81	0.04	0.04	-0.00	0.476	0.733	(B) WHITE
MFSD14C	9q22.33	0.06	0.06	0.01	0.01	0.00	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
PTPRU	1p35.3	0.69	0.67	0.11	0.11	0.01	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
ABI3BP	3q12.2	0.65	0.63	0.18	0.16	0.02	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
CPA6	8q13.2	0.71	0.70	0.11	0.12	0.01	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
PCGF3	4p16.3	0.48	0.49	0.07	0.08	-0.01	0.477	0.734	(B) WHITE
ERGIC3	20q11.22	0.02	0.02	0.00	0.01	0.00	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
ACAD10	12q24.12	0.66	0.65	0.12	0.12	0.01	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
CRIPAK	4p16.3	0.88	0.88	0.03	0.03	-0.00	0.477	0.734	(B) WHITE
ZNF862	7q36.1	0.06	0.05	0.01	0.01	0.00	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
FKBP2	11q13.1	0.02	0.02	0.01	0.01	0.00	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
NAT1	8p22	0.39	0.42	0.23	0.20	-0.03	0.477	0.734	(B) WHITE
PRKAB1	12q24.23	0.88	0.88	0.05	0.06	0.01	0.477	0.734	(A) BLACK OR AFRICAN AMERICAN
FGF20	8p22	0.80	0.82	0.13	0.13	-0.02	0.478	0.734	(B) WHITE
ANXA7	10q22.2	0.02	0.02	0.00	0.00	-0.00	0.478	0.735	(B) WHITE
VSIR	10q22.1	0.62	0.61	0.10	0.11	0.01	0.478	0.735	(A) BLACK OR AFRICAN AMERICAN
HIST1H4J	6p22.1	0.13	0.11	0.17	0.14	0.02	0.478	0.735	(A) BLACK OR AFRICAN AMERICAN
ZNF112	19q13.31	0.07	0.06	0.03	0.03	0.00	0.478	0.735	(A) BLACK OR AFRICAN AMERICAN
SOD3	4p15.2	0.50	0.48	0.15	0.12	0.02	0.478	0.735	(A) BLACK OR AFRICAN AMERICAN
C11ORF52	11q23.1	0.16	0.17	0.08	0.08	-0.01	0.478	0.735	(B) WHITE
MRPL43	10q24.31	0.23	0.22	0.08	0.07	0.01	0.478	0.735	(A) BLACK OR AFRICAN AMERICAN
TSPAN17	5q35.2	0.04	0.04	0.01	0.01	-0.00	0.478	0.735	(B) WHITE
RDH5	12q13.2	0.71	0.73	0.17	0.14	-0.02	0.479	0.735	(B) WHITE
CNOT2	12q15	0.03	0.03	0.01	0.01	0.00	0.479	0.735	(A) BLACK OR AFRICAN AMERICAN
OAZ3	1q21.3	0.64	0.66	0.16	0.14	-0.02	0.479	0.735	(B) WHITE
GRM1	6q24.3	0.91	0.90	0.06	0.08	0.01	0.479	0.735	(A) BLACK OR AFRICAN AMERICAN
RPS25	11q23.3	0.29	0.28	0.06	0.05	0.01	0.479	0.735	(A) BLACK OR AFRICAN AMERICAN
OR2W5	1q44	0.87	0.89	0.11	0.08	-0.01	0.479	0.735	(B) WHITE
LLCFC1	7q34	0.92	0.92	0.02	0.01	-0.00	0.479	0.735	(B) WHITE
TAS2R4	7q34	0.93	0.94	0.04	0.03	-0.00	0.479	0.735	(B) WHITE
AKAP8L	19p13.12	0.12	0.13	0.04	0.04	-0.01	0.479	0.736	(B) WHITE
WDR24	16p13.3	0.18	0.19	0.05	0.05	-0.01	0.479	0.736	(B) WHITE
STX3	11q12.1	0.25	0.26	0.07	0.07	-0.01	0.479	0.736	(B) WHITE
VKORC1L1	7q11.21	0.78	0.79	0.10	0.07	-0.01	0.480	0.736	(B) WHITE
YTHDF2	1p35.3	0.64	0.63	0.12	0.11	0.01	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
PPP1R27	17q25.3	0.98	0.98	0.01	0.01	-0.00	0.480	0.736	(B) WHITE
TNKS2	10q23.32	0.10	0.10	0.03	0.04	0.00	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
PTTG1	5q33.3	0.19	0.20	0.10	0.10	-0.01	0.480	0.736	(B) WHITE
DHRS1	14q12	0.06	0.06	0.02	0.02	-0.00	0.480	0.736	(B) WHITE
SLC25A1	22q11.21	0.11	0.11	0.04	0.04	0.00	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
ARIH2OS	3p21.31	0.08	0.08	0.01	0.01	-0.00	0.480	0.736	(B) WHITE
SCN4B	11q23.3	0.58	0.56	0.12	0.10	0.01	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
EIF4G1	3q27.1	0.64	0.65	0.09	0.10	-0.01	0.480	0.736	(B) WHITE
CENPBD1	16q24.3	0.02	0.02	0.00	0.00	0.00	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
RGS9BP	19q13.11	0.20	0.19	0.10	0.10	0.01	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
AK2	1p35.1	0.03	0.04	0.01	0.01	-0.00	0.480	0.736	(B) WHITE
FHIT	3p14.2	0.45	0.43	0.17	0.16	0.02	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
SDC3	1p35.2	0.71	0.70	0.07	0.07	0.01	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
CALHM6	6q22.1	0.86	0.87	0.05	0.05	-0.01	0.480	0.736	(B) WHITE
IMPA2	18p11.21	0.22	0.23	0.11	0.12	-0.01	0.480	0.736	(B) WHITE
FSCN3	7q32.1	0.97	0.97	0.01	0.01	0.00	0.480	0.736	(A) BLACK OR AFRICAN AMERICAN
RNF149	2q11.2	0.45	0.47	0.17	0.16	-0.02	0.481	0.736	(B) WHITE
SSR2	1q22	0.26	0.28	0.12	0.12	-0.01	0.481	0.736	(B) WHITE
AGO2	8q24.3	0.94	0.95	0.06	0.02	-0.01	0.481	0.736	(B) WHITE
SERPINA1	14q32.13	0.85	0.85	0.05	0.06	0.01	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
KCNG1	20q13.13	0.06	0.05	0.05	0.06	0.01	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
LOC729603	6q25.3	0.92	0.92	0.02	0.03	0.00	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
TULP1	6p21.31	0.56	0.54	0.18	0.16	0.02	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
RTN3	11q13.1	0.02	0.02	0.00	0.00	0.00	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
KRTAP5-1	11p15.5	0.88	0.87	0.05	0.06	0.01	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
SSTR5	16p13.3	0.89	0.90	0.03	0.03	-0.00	0.481	0.736	(B) WHITE
GOLGA8CP	15q11.2	0.81	0.82	0.09	0.07	-0.01	0.481	0.736	(B) WHITE
HAO1	20p12.3	0.58	0.60	0.18	0.18	-0.02	0.481	0.736	(B) WHITE
HR	8p21.3	0.55	0.56	0.07	0.08	-0.01	0.481	0.736	(B) WHITE
NDUFA3	19q13.42	0.06	0.06	0.03	0.03	-0.00	0.481	0.736	(B) WHITE
TRANK1	3p22.2	0.58	0.57	0.12	0.10	0.01	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
RBM20	10q25.2	0.64	0.63	0.13	0.12	0.01	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
LSR	19q13.12	0.06	0.06	0.01	0.01	0.00	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
MIB2	1p36.33	0.07	0.07	0.01	0.01	-0.00	0.481	0.736	(B) WHITE
AHCYL1	1p13.3	0.71	0.69	0.16	0.15	0.02	0.481	0.736	(A) BLACK OR AFRICAN AMERICAN
MIS12	17p13.2	0.06	0.06	0.01	0.02	0.00	0.482	0.736	(A) BLACK OR AFRICAN AMERICAN
EDC3	15q24.1	0.23	0.25	0.12	0.12	-0.01	0.482	0.736	(B) WHITE
SLC39A2	14q11.2	0.42	0.43	0.12	0.11	-0.01	0.482	0.736	(B) WHITE
CMPK2	2p25.2	0.90	0.90	0.03	0.02	0.00	0.482	0.736	(A) BLACK OR AFRICAN AMERICAN
CBWD2	2q14.1	0.06	0.06	0.03	0.03	0.00	0.482	0.736	(A) BLACK OR AFRICAN AMERICAN
TRIM33	1p13.2	0.40	0.39	0.10	0.11	0.01	0.482	0.736	(A) BLACK OR AFRICAN AMERICAN
TTR	18q12.1	0.58	0.60	0.17	0.17	-0.02	0.482	0.737	(B) WHITE
CNGA4	11p15.4	0.82	0.81	0.11	0.09	0.01	0.482	0.737	(A) BLACK OR AFRICAN AMERICAN
ZSCAN23	6p22.1	0.09	0.09	0.02	0.03	0.00	0.482	0.737	(A) BLACK OR AFRICAN AMERICAN
SLC25A21	14q13.3	0.04	0.04	0.01	0.01	0.00	0.482	0.737	(A) BLACK OR AFRICAN AMERICAN
ZFP64	20q13.2	0.02	0.02	0.00	0.00	0.00	0.482	0.737	(A) BLACK OR AFRICAN AMERICAN
CALHM5	6q22.1	0.69	0.67	0.10	0.11	0.01	0.483	0.737	(A) BLACK OR AFRICAN AMERICAN
PUF60	8q24.3	0.82	0.83	0.03	0.03	-0.00	0.483	0.737	(B) WHITE
CDC123	10p14-p13	0.02	0.02	0.00	0.00	0.00	0.483	0.737	(A) BLACK OR AFRICAN AMERICAN
WBP11P1	18q12.1	0.70	0.71	0.06	0.07	-0.01	0.483	0.737	(B) WHITE
USP19	3p21.31	0.01	0.01	0.00	0.00	0.00	0.483	0.737	(A) BLACK OR AFRICAN AMERICAN
PARVG	22q13.31	0.80	0.79	0.07	0.06	0.01	0.483	0.737	(A) BLACK OR AFRICAN AMERICAN
INPP5J	22q12.2	0.20	0.20	0.07	0.06	-0.01	0.483	0.737	(B) WHITE
ZNF300	5q33.1	0.14	0.13	0.10	0.09	0.01	0.483	0.737	(A) BLACK OR AFRICAN AMERICAN
RCAN3	1p36.11	0.83	0.85	0.15	0.15	-0.02	0.483	0.737	(B) WHITE
SSH1	12q24.11	0.05	0.04	0.02	0.02	0.00	0.483	0.737	(A) BLACK OR AFRICAN AMERICAN
TIGAR	12p13.32	0.75	0.74	0.08	0.08	0.01	0.483	0.737	(A) BLACK OR AFRICAN AMERICAN
VPS37D	7q11.23	0.03	0.03	0.01	0.01	0.00	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
TBC1D3B	17q12	0.40	0.39	0.06	0.07	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
SLC5A9	1p33	0.94	0.93	0.02	0.02	0.00	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
SMOC1	14q24.2	0.68	0.67	0.13	0.12	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
DMTF1	7q21.12	0.74	0.73	0.10	0.13	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
SIGIRR	11p15.5	0.12	0.11	0.06	0.05	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
SLC50A1	1q22	0.58	0.56	0.16	0.15	0.02	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
MTAP	9p21.3	0.21	0.20	0.08	0.08	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
PBX3	9q33.3	0.28	0.29	0.13	0.11	-0.01	0.484	0.738	(B) WHITE
ARL6IP6	2q23.3	0.08	0.08	0.03	0.04	0.00	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
FAM124A	13q14.3	0.76	0.75	0.08	0.10	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
INPP5F	10q26.11	0.75	0.74	0.10	0.10	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
PRDM6	5q23.2	0.71	0.70	0.11	0.10	0.01	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
STK25	2q37.3	0.86	0.86	0.02	0.03	-0.00	0.484	0.738	(B) WHITE
FAM83E	19q13.33	0.29	0.31	0.11	0.11	-0.01	0.484	0.738	(B) WHITE
SP2	17q21.32	0.03	0.03	0.00	0.00	0.00	0.484	0.738	(A) BLACK OR AFRICAN AMERICAN
ABHD17B	9q21.13	0.10	0.09	0.06	0.04	0.01	0.485	0.738	(A) BLACK OR AFRICAN AMERICAN
FYB2	1p32.2	0.51	0.49	0.18	0.15	0.02	0.485	0.738	(A) BLACK OR AFRICAN AMERICAN
HNRNPH3	10q21.3	0.83	0.84	0.09	0.10	-0.01	0.485	0.738	(B) WHITE
RRAD	16q22.1	0.77	0.76	0.08	0.08	0.01	0.485	0.738	(A) BLACK OR AFRICAN AMERICAN
